company,"Specific Bean Origin or Bar Name",REF,grading_year,"Cocoa Percent","Company Location",flavor_rating,"Bean Type",country_of_origin,Flavor Rating (1-10)
Mission,"Fazenda Camboa, Bahia",1880,2016,75%,Brazil,3.75, ,Brazil,7.5
Mission,"Bahia, Fazenda Venturosa",1626,2015,70%,Brazil,3.50,Forastero (Parazinho),Brazil,7
Mita,Tumaco,955,2012,65%,Colombia,2.50, ,Colombia,5
Moho,"Toledo District, w/ nibs",1026,2013,73%,U.S.A.,3.25,Trinitario,Belize,6.5
Moho,Toledo District,1030,2013,72%,U.S.A.,3.00,Trinitario,Belize,6
Moho,"Umoho R., Toledo District, San Felipe",607,2010,67%,U.S.A.,2.75,Trinitario,Belize,5.5
Molucca,La Red,1614,2015,70%,U.S.A.,3.00, ,Domincan Republic,6
Molucca,Indonesia,1618,2015,70%,U.S.A.,2.75, ,Indonesia,5.5
Molucca,Peru,1618,2015,70%,U.S.A.,3.25, ,Peru,6.5
Momotombo,Matagalpa,661,2011,70%,Nicaragua,2.75, ,Nicaragua,5.5
Momotombo,Mombacho,661,2011,70%,Nicaragua,2.75, ,Nicaragua,5.5
Momotombo,Oscuro,772,2011,70%,Nicaragua,3.25, ,Nicaragua,6.5
Monarque,Oko Caribe,1812,2016,72%,Canada,3.50, ,Dominican Republic,7
Monsieur Truffe,Papaua New Guinea,1391,2014,70%,Australia,3.25, ,Papua New Guinea,6.5
Montecristi,Manabi,1654,2015,70%,Ecuador,3.25, ,Ecuador,6.5
Montecristi,Manabi,1654,2015,63%,Ecuador,3.50, ,Ecuador,7
Montecristi,Manabi,1658,2015,85%,Ecuador,3.50, ,Ecuador,7
Muchomas (Mesocacao),Nicaragua,1462,2015,70%,U.S.A.,3.50, ,Nicaragua,7
Muchomas (Mesocacao),Nicaragua,1462,2015,80%,U.S.A.,3.50, ,Nicaragua,7
Mutari,"Kokoa Kamili, batch 1 SRB",1896,2016,68%,U.S.A.,2.75, ,Tanzania,5.5
Mutari,"Oko Caribe, batch 1 SRB",1896,2016,71%,U.S.A.,2.75, ,Domincan Republic,5.5
Mutari,"Ambanja, batch 1 SRB",1900,2016,68%,U.S.A.,2.75, ,Madagascar,5.5
Mutari,"Tien Giang, batch 1 SRB",1900,2016,80%,U.S.A.,3.00,Trinitario,Vietnam,6
Nahua,"Costa Rica, Oscuro",1049,2013,58%,Costa Rica,2.50, ,Costa Rica,5
Nahua,"Costa Rica, Oscuro",1049,2013,70%,Costa Rica,3.00, ,Costa Rica,6
Naive,Trinidad & Tobago,1046,2013,70%,Lithuania,3.75, ,"Trinidad, Tobago",7.5
Naive,"Maranon Canyon, Fortunato No. 4",1133,2013,78%,Lithuania,3.75,Forastero (Nacional),Peru,7.5
Naive,Grenada,867,2012,71%,Lithuania,2.50,Trinitario,Grenada,5
Na�ve,Nicaragua,1379,2014,70%,Lithuania,3.25,Criollo,Nicaragua,6.5
Na�ve,Chuao,1399,2014,75%,Lithuania,2.75,Trinitario,Venezuela,5.5
Na�ve,Barinas,1399,2014,70%,Lithuania,3.00, ,Venezuela,6
Nanea,Criollo Blend,1007,2013,85%,U.S.A.,3.50, ,Hawaii,7
Nathan Miller,Peru,1403,2014,72%,U.S.A.,2.25, ,Peru,4.5
Nathan Miller,Hispaniola,1403,2014,70%,U.S.A.,2.50, ,Dominican Republic,5
Nathan Miller,Madagascar,1403,2014,73.50%,U.S.A.,2.50,Trinitario,Madagascar,5
Nathan Miller,Ghana,1403,2014,70%,U.S.A.,3.50,Forastero,Ghana,7
Neuhaus (Callebaut),Papua New Guinea,531,2010,70%,Belgium,2.50,Criollo,Papua New Guinea,5
Neuhaus (Callebaut),Manickchand Estate,230,2008,67%,Belgium,3.75,Trinitario,Trinidad,7.5
Neuhaus (Callebaut),Dark,135,2007,73%,Belgium,1.00, , ,2
Neuhaus (Callebaut),West Africa,15,2006,73%,Belgium,2.00,Forastero,West Africa,4
Neuhaus (Callebaut),Sao Tome,15,2006,75%,Belgium,2.75,Forastero,Sao Tome,5.5
Neuhaus (Callebaut),Ocumare,24,2006,71%,Belgium,3.00,Criollo,Venezuela,6
Nibble,Patanemo,1526,2015,72%,U.S.A.,2.25,Criollo,Venezuela,4.5
Nibble,Elvesia P.,1526,2015,72%,U.S.A.,2.75,Trinitario,Dominican Republic,5.5
Nibble,"Ambanja, Sambirano Valley",1526,2015,72%,U.S.A.,3.00,Trinitario,Madagascar,6
Nibble,Tumbes,1526,2015,72%,U.S.A.,3.00,Criollo,Peru,6
Night Owl,Peru,1022,2013,75%,U.S.A.,2.75, ,Peru,5.5
Night Owl,Ecuador,1022,2013,75%,U.S.A.,3.50, ,Ecuador,7
Noble Bean aka Jerjobo,Ghana,1295,2014,75%,U.S.A.,3.00,Forastero,Ghana,6
Noble Bean aka Jerjobo,Moho Valley,1299,2014,75%,U.S.A.,3.00,Trinitario,Belize,6
Noble Bean aka Jerjobo,Maranon Canyon,1299,2014,75%,U.S.A.,3.25,Forastero (Nacional),Peru,6.5
Noir d' Ebine,Venezuela,837,2012,70%,U.S.A.,3.00, ,Venezuela,6
Noir d' Ebine,Ecuador,841,2012,70%,U.S.A.,3.00, ,Ecuador,6
Nova Monda,"La Patriota, cacao Indio, purple label",931,2012,70%,Nicaragua,3.00, ,Nicaragua,6
Nova Monda,"La Dalia, Matagalpa,cacao Bisesto,green label",935,2012,75%,Niacragua,2.75, ,Nicaragua,5.5
Nova Monda,"Punta Galera, cacao Nacional, gold label",935,2012,80%,Nicaragua,3.25,Forastero (Nacional),Ecuador,6.5
Nuance,"Ghana, 2013",1454,2015,70%,U.S.A.,3.75,Forastero,Ghana,7.5
Nuance,"Ecuador, 2013",1458,2015,70%,U.S.A.,2.75,Trinitario,Ecuador,5.5
Nuance,"Canoabo, 2013",1458,2015,70%,U.S.A.,3.00,Criollo,Venezuela,6
Nuance,"Sambirano Valley, 2012",1458,2015,70%,U.S.A.,3.50,Trinitario,Madagascar,7
Nuance,La Red,1470,2015,70%,U.S.A.,3.75, ,Dominican Republic,7.5
Nugali,Fazenda Leolinda,1876,2016,70%,Brazil,3.50,Trinitario (Scavina),Brazil,7
Oakland Chocolate Co.,Jamaica,478,2010,70%,U.S.A.,2.50,Trinitario,Jamaica,5
Obolo,Pangoa,1638,2015,70%,Chile,3.75,Criollo,Peru,7.5
Obolo,"Pangoa, w/ nibs",1638,2015,70%,Chile,3.75,Criollo,Peru,7.5
Ocelot,Virunga,1558,2015,70%,Scotland,3.75,Forastero,Congo,7.5
Ocelot,Piura,1558,2015,75%,Scotland,4.00,Criollo,Peru,8
Ocho,Sang Yum Coop,1760,2016,100%,New Zealand,2.75, ,Samoa,5.5
Ocho,Sang Yum Coop,1760,2016,70%,New Zealand,3.50, ,Samoa,7
Ocho,"PNG, Devotion",1411,2014,66%,New Zealand,2.75, ,Papua New Guinea,5.5
Ocho,"PNG, Revolution",1411,2014,70%,New Zealand,3.00, ,Papua New Guinea,6
Ocho,"PNG, Voodoo",1411,2014,88%,New Zealand,3.25, ,Papua New Guinea,6.5
Ocho,"PNG, Nib Bar",1411,2014,74%,New Zealand,3.50, ,Papua New Guinea,7
Ohiyo,"San Juan Estate, Gran Couva",1594,2015,70%,U.S.A.,2.75,Trinitario,Trinidad,5.5
Ohiyo,Tanzania,1598,2015,70%,U.S.A.,3.00, ,Tanzania,6
Oialla by Bojessen (Malmo),"Sylvestre, Oialla",761,2011,70%,Germany,3.50,Criollo,Bolivia,7
Olive and Sinclair,Dominican Republic prototype,486,2010,72%,U.S.A.,3.00, ,Dominican Republic,6
Olive and Sinclair,Ghana prototype,486,2010,72%,U.S.A.,3.00,Forastero,Ghana,6
Olive and Sinclair,Dark 67,457,2009,67%,U.S.A.,2.75, ,"Ghana, Domin. Rep",5.5
Olive and Sinclair,Dark 75,457,2009,75%,U.S.A.,3.00, ,"Ghana, Domin. Rep",6
Olivia,Carribean-Raw,688,2011,76%,Canada,2.00, ,Carribean,4
Olivia,Carribean,688,2011,76%,Canada,2.75, ,Carribean,5.5
Olivia,Carribean,688,2011,85%,Canada,2.75, ,Carribean,5.5
Olivia,Carribean-Raw,688,2011,85%,Canada,3.00, ,Carribean,6
Omanhene,Ghana,693,2011,80%,Ghana,2.75,Forastero,Ghana,5.5
Omnom,"Kakao Kamili, Kilombero Valley",1816,2016,70%,Iceland,3.75,Trinitario,Tanzania,7.5
Omnom,Papua New Guinea,1247,2014,70%,Iceland,3.00, ,Papua New Guinea,6
Omnom,Madagascar,1247,2014,66%,Iceland,3.50,Trinitario,Madagascar,7
organicfair,Maya Mountain,1161,2013,74%,Canada,2.75,Trinitario,Belize,5.5
organicfair,La Red,1165,2013,72%,Canada,2.75, ,Dominican Republic,5.5
organicfair,Nicaraqua,1165,2013,72%,Canada,2.75,Trinitario,Nicaragua,5.5
organicfair,Caribe,1165,2013,72%,Canada,3.00, ,Dominican Republic,6
organicfair,Mindo,1165,2013,72%,Canada,3.00,Trinitario,Ecuador,6
Original Beans (Felchlin),Papua Kerafat,1438,2014,68%,Switzerland,2.75, ,Papua New Guinea,5.5
Original Beans (Felchlin),"Grand Cru Blend No.1, 5 yr. Anniversary Ed",1442,2014,80%,Switzerland,3.25,Blend, ,6.5
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R. 24hr c.",733,2011,66%,Switzerland,3.75, ,Bolivia,7.5
Original Beans (Felchlin),"D.R. Congo, Cru Virunga",331,2009,70%,Switzerland,3.00,Forastero,Congo,6
Original Beans (Felchlin),"Piura, Apotequil, ""Porcelana"" 72hr c.",341,2009,75%,Switzerland,3.00,Criollo,Peru,6
Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R., 60hr c.",341,2009,68%,Switzerland,3.25, ,Bolivia,6.5
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Grand Cru E.",316,2009,60%,U.S.A.,3.00,Criollo,Hawaii,6
Original Hawaiin Chocolate Factory,"Hawai'i, Kona Estate Grown",24,2006,60%,U.S.A.,3.00, ,Hawaii,6
Orquidea,Peru,859,2012,65%,Peru,3.00, ,Peru,6
Orquidea,Peru,859,2012,72%,Peru,3.00, ,Peru,6
Pacari,"Sierra Nevada, Tutu Iku",1848,2016,70%,Ecuador,4.00, ,Colombia,8
Pacari,Garaua,1415,2014,70%,Ecuador,3.25, ,Ecuador,6.5
Pacari,Cumbia,1415,2014,70%,Ecuador,3.50, ,Ecuador,7
Pacari,Montubia,1415,2014,70%,Ecuador,3.75, ,Ecuador,7.5
Pacari,Tangara,1415,2014,70%,Ecuador,4.00, ,Ecuador,8
Pacari,"Ecuador, raw",817,2012,85%,Ecuador,2.75, ,Ecuador,5.5
Pacari,Piura,863,2012,70%,Ecuador,4.00, ,Peru,8
Pacari,Nube- prototype,721,2011,70%,Ecuador,3.50, ,Ecuador,7
Pacari,Esmeraldas,224,2008,60%,Ecuador,2.50,Forastero (Arriba),Ecuador,5
Pacari,Manabi,224,2008,65%,Ecuador,2.75,Forastero (Arriba),Ecuador,5.5
Pacari,Los Rios,224,2008,72%,Ecuador,3.00,Forastero (Arriba),Ecuador,6
Pacari,Raw,266,2008,100%,Ecuador,2.00,Forastero (Arriba),Ecuador,4
Pacari,Raw,266,2008,70%,Ecuador,3.50,Forastero (Arriba),Ecuador,7
Palette de Bine,Lachua,1720,2016,70%,Canada,2.75, ,Guatemala,5.5
Palette de Bine,Maya Mtn,1720,2016,72%,Canada,3.00,Trinitario,Belize,6
Palette de Bine,"Silvestre, La Paz, Beni",1570,2015,70%,Canada,3.25, ,Bolivia,6.5
Palette de Bine,"San Juan Estate, Gran Couva",1570,2015,70%,Canada,3.25,Trinitario,Trinidad,6.5
Palette de Bine,Kokoa Kamili,1574,2015,72%,Canada,3.50, ,Tanzania,7
Palette de Bine,Lam Dong,1574,2015,72%,Canada,3.75,Trinitario,Vietnam,7.5
Palette de Bine,"Alto Beni, Palos Blancos",1239,2014,72%,Canada,2.75, ,Bolivia,5.5
Palette de Bine,Sambirano,1239,2014,78%,Canada,3.75,Trinitario,Madagascar,7.5
Palette de Bine,"Camino Verde P., Balao, Guayas",1303,2014,75%,Canada,2.75, ,Ecuador,5.5
Palette de Bine,Duo- Gran Couva & Camino Verde,1399,2014,75%,Canada,3.50,Blend,"Trinidad, Ecuador",7
Palette de Bine,Gran Couva,1399,2014,70%,Canada,3.75,Trinitario,Trinidad,7.5
Pangea,Matasawalevu,1860,2016,76%,Spain,3.00, ,Fiji,6
Park 75,South America,1363,2014,65%,U.S.A.,3.50, ,South America,7
Parliament,Kilombero Valley,1856,2016,70%,U.S.A.,3.25, ,Tanzania,6.5
Parliament,"Lachua, Q'egchi families",1542,2015,70%,U.S.A.,3.50, ,Guatemala,7
Parliament,Alto Beni,1251,2014,70%,U.S.A.,3.00, ,Bolivia,6
Parliament,Oko Caribe,1255,2014,70%,U.S.A.,3.50, ,Dominican Republic,7
Pascha,Peru,1137,2013,55%,Peru,2.50, ,Peru,5
Pascha,Peru,1137,2013,70%,Peru,2.75, ,Peru,5.5
Patric,Signature Blend,636,2011,70%,U.S.A.,3.75,Blend, ,7.5
Patric,Madagascar,331,2009,75%,U.S.A.,4.00,Trinitario,Madagascar,8
Patric,Madagascar,439,2009,67%,U.S.A.,3.50,Trinitario,Madagascar,7
Patric,"Rio Caribe, Paria Penninsula",439,2009,70%,U.S.A.,3.50,Trinitario,Venezuela,7
Patric,Madagascar,196,2007,70%,U.S.A.,4.00,Trinitario,Madagascar,8
Patric,"Piura, Choc. Garage Exclusive",1034,2013,67%,U.S.A.,4.00, ,Peru,8
Paul Young,"Madagascar, w/ shell",1271,2014,73%,U.K.,2.25,Trinitario,Madagascar,4.5
Paul Young,"Madagascar, w/ shell",1271,2014,64%,U.K.,2.75,Trinitario,Madagascar,5.5
Peppalo,Dominican Republic,1454,2015,82%,U.S.A.,3.00, ,Dominican Republic,6
Pierre Marcolini,"Haut Penja, w/ nibs",1658,2015,70%,Belgium,3.25,Forastero,Cameroon,6.5
Pierre Marcolini,Chuao,478,2010,75%,Belgium,3.00,Criollo,Venezuela,6
Pierre Marcolini,Trinite,478,2010,75%,Belgium,3.25,Trinitario,Trinidad,6.5
Pierre Marcolini,"Baracoa, Cuba",516,2010,78%,Belgium,3.75,"Criollo, Forastero",Cuba,7.5
Pierre Marcolini,"Peru, Las Pampas P.",531,2010,85%,Belgium,3.00,Criollo,Peru,6
Pierre Marcolini,"Bahia Brazil, Fazenda Sao Pedro",414,2009,72%,Belgium,3.00,Forastero,Brazil,6
Pierre Marcolini,"Porcelana, Tabasco, Finca La Joya",445,2009,72%,Belgium,3.00,Criollo,Mexico,6
Pierre Marcolini,Cabosse,111,2007,70%,Belgium,4.00,Blend,"Venezuela, Java",8
Pierre Marcolini,"Los Rios, Puerto Romero, Equateur",129,2007,72%,Belgium,3.75,Forastero (Nacional),Ecuador,7.5
Pierre Marcolini,"Sambirano, Ambanja, Madagascar",141,2007,72%,Belgium,4.00,Trinitario,Madagascar,8
Pierre Marcolini,Fleur de Cacao,166,2007,85%,Belgium,3.50,Blend,Venezuela/ Ghana,7
Pierre Marcolini,"Porcelana, Tabasco, Limited Ed.",81,2006,72%,Belgium,4.00,Criollo,Mexico,8
Pierre Marcolini,"Kendem Lembu, Java",93,2006,72%,Belgium,3.00,Criollo,Indonesia,6
Pierre Marcolini,"Ocumare, Puerto Cabello, Venezuela",93,2006,72%,Belgium,4.00,Criollo,Venezuela,8
Pinellas,Wampusirpi Region,1772,2016,80%,U.S.A.,2.50, ,Honduras,5
Pitch Dark,Tenor,1506,2015,62%,U.S.A.,2.50, ,Nicaragua,5
Pitch Dark,Johe,1506,2015,80%,U.S.A.,2.75, ,Nicaragua,5.5
Pitch Dark,Chuno,1510,2015,80%,U.S.A.,2.75,"Criollo, Trinitario",Nicaragua,5.5
Pitch Dark,Nicalizo,1510,2015,80%,U.S.A.,2.75,Trinitario,Nicaragua,5.5
Pitch Dark,Rugoso,1510,2015,80%,U.S.A.,3.25, ,Nicaragua,6.5
Pitch Dark,Akesson Estate,1311,2014,73%,U.S.A.,3.25,Trinitario,Madagascar,6.5
Pitch Dark,Namau Village,1315,2014,73%,U.S.A.,2.50,Trinitario,Fiji,5
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Fruity""",1319,2014,73%,U.S.A.,3.25, ,Ecuador,6.5
Pitch Dark,"Camino Verde P., Balao, Guayas, ""Floral""",1319,2014,73%,U.S.A.,3.50, ,Ecuador,7
Pomm (aka Dead Dog),"La Red, 2011",829,2012,76%,U.S.A.,2.50, ,Dominican Republic,5
Pomm (aka Dead Dog),Peru,829,2012,82%,U.S.A.,2.75,Criollo,Peru,5.5
Potomac,"Oko Caribe, Duarte Province, 2016 H.",1820,2016,70%,U.S.A.,3.75, ,Domincan Republic,7.5
Potomac,"Cuyagua, 2013",1387,2014,70%,U.S.A.,3.75, ,Venezuela,7.5
Potomac,Upala w/ nibs,647,2011,70%,U.S.A.,3.50,Matina,Costa Rica,7
Potomac,"Upala, Batch 18",654,2011,70%,U.S.A.,3.00,Matina,Costa Rica,6
Potomac,"San Martin, Amazonian Highlands",789,2011,70%,U.S.A.,2.75, ,Peru,5.5
Potomac,Bahia,789,2011,70%,U.S.A.,3.50, ,Brazil,7
Potomac,"Upala, Batch 12",607,2010,82%,U.S.A.,3.75,Matina,Costa Rica,7.5
Pralus,Peru,1446,2015,75%,France,3.25, ,Peru,6.5
Pralus,"Porcelana, S. of Lake Maracaibo",717,2011,75%,France,3.25,Criollo (Porcelana),Venezuela,6.5
Pralus,Chuao,486,2010,75%,France,3.50,Trinitario,Venezuela,7
Pralus,Cuyagua,451,2009,75%,France,2.00, ,Venezuela,4
Pralus,Papouasie,199,2008,75%,France,3.00,Trinitario,Papua New Guinea,6
Pralus,"Sambirano Valley, Le 100%",202,2008,100%,France,3.00,Criollo,Madagascar,6
Pralus,Dominican Republic-Organic,280,2008,75%,France,2.00, ,Dominican Republic,4
Pralus,"Monte Alegre, Diego Badero",280,2008,75%,France,3.50, ,Brazil,7
Pralus,Claudio Corallo w/ nibs,162,2007,75%,France,4.00,Forastero,Sao Tome,8
Pralus,"Monte Alegre (Itacare), Brazil",105,2006,75%,France,3.00,Forastero,Brazil,6
Pralus,Tanzania,105,2006,75%,France,3.50,Criollo,Tanzania,7
Pralus,Sao Tome & Principe,5,2006,75%,France,3.50,Forastero,Sao Tome & Principe,7
Pralus,Trinidad,5,2006,75%,France,3.50,Trinitario,Trinidad,7
Pralus,"Madagascar, Nosy Be Isle.",5,2006,75%,France,3.75,Criollo,Madagascar,7.5
Pralus,"Java, Indonesie",32,2006,75%,France,3.50,Criollo,Indonesia,7
Pralus,"Barlovento, Venezuela",32,2006,75%,France,3.50,Trinitario,Venezuela,7
Pralus,Jamaique,32,2006,75%,France,4.00,Trinitario,Jamaica,8
Pralus,Equateur,40,2006,75%,France,3.00,Trinitario,Ecuador,6
Pralus,Vanuatu,40,2006,75%,France,3.00,Trinitario,Vanuatu,6
Pralus,Ghana,40,2006,75%,France,3.25,Forastero,Ghana,6.5
Pralus,Colombie,40,2006,75%,France,3.50,Trinitario,Colombia,7
Pralus,Fortissima,93,2006,80%,France,4.00,"Criollo, Trinitario",Ecuador,8
Pralus,Cuba,99,2006,75%,France,3.00,Trinitario,Cuba,6
Pralus,"Caracas, Venezuela and Ghana",99,2006,75%,France,3.00,"Trinitario, Forastero","Venezuela, Ghana",6
Pralus,"Djakarta, Java and Ghana",99,2006,75%,France,3.50,"Criollo, Forastero","Indonesia, Ghana",7
Pump Street Bakery,"Chocoan Rainforest, Teroro Escondido, ESM",1872,2016,77%,U.K.,3.50, ,Ecuador,7
Pump Street Bakery,"Crayfish Bay Estate, 2014",1502,2015,70%,U.K.,3.50,Trinitario,Grenada,7
Pump Street Bakery,"Akesson's, batch 4411",1530,2015,74%,U.K.,3.50,Criollo,Madagascar,7
Pump Street Bakery,Honduras,1688,2015,80%,U.K.,2.75, ,Honduras,5.5
Pump Street Bakery,"Patanemo Vil., Carabobo State, Tisano family",1223,2014,75%,U.K.,2.75,Trinitario,Venezuela,5.5
Pump Street Bakery,Guantupi River,1223,2014,75%,U.K.,3.00,Forastero (Nacional),Ecuador,6
Pump Street Bakery,"Akessons Estate, Sambirano, Ambanja",1223,2014,72%,U.K.,3.25,Trinitario,Madagascar,6.5
Pump Street Bakery,Guantupi River,1227,2014,85%,U.K.,2.75,Forastero (Nacional),Ecuador,5.5
Pura Delizia,Venezuela,931,2012,73%,Italy,2.75, ,Venezuela,5.5
Q Chocolate,Brazil,1057,2013,75%,Brazil,3.25, ,Brazil,6.5
Q Chocolate,Brazil,1057,2013,85%,Brazil,3.50, ,Brazil,7
Q Chocolate,Brazil,1069,2013,55%,Brazil,2.75, ,Brazil,5.5
Q Chocolate,Brazil,1069,2013,80%,Brazil,3.25, ,Brazil,6.5
Q Chocolate,Brazil,935,2012,60%,Brazil,3.00, ,Brazil,6
Q Chocolate,Brazil,935,2012,65%,Brazil,3.25, ,Brazil,6.5
Quetzalli (Wolter),"Mexico, Lot 28022016",1796,2016,70%,Mexico,2.75,Criollo,Mexico,5.5
Quetzalli (Wolter),"Uranga, Lot 22032016",1800,2016,74%,Mexico,3.00,Trinitario,Mexico,6
Raaka,Amazon Basin Blend,1788,2016,70%,U.S.A.,3.00, ,"Peru(SMartin,Pangoa,nacional)",6
Raaka,Virunga,1708,2015,75%,U.S.A.,2.75,Forastero,Congo,5.5
Raaka,Madagascar,959,2012,75%,U.S.A.,3.25,Trinitario,Madagascar,6.5
Raaka,La Red,785,2011,85%,U.S.A.,3.50, ,Dominican Republic,7
Rain Republic,Suchitepequez E.,470,2010,70%,Guatemala,2.75, ,Guatemala,5.5
Rancho San Jacinto,Ecuador,565,2010,75%,Eucador,3.00,"Forastero(Arriba, CCN)",Ecuador,6
Ranger,"San Martin, Batch 2",1558,2015,70%,U.S.A.,2.50, ,Peru,5
Ranger,"Chulucanas, Batch 1",1562,2015,80%,U.S.A.,3.25, ,Peru,6.5
Ranger,"Tumbes, Batch 2",1562,2015,73%,U.S.A.,3.50,Criollo,Peru,7
Raoul Boulanger,Piura,1872,2016,75%,France,3.25,Criollo,Peru,6.5
Raw Cocoa,Raw,867,2012,70%,Poland,2.50,Criollo, ,5
Republica del Cacao (aka Confecta),Esmeraldas,494,2010,75%,Ecuador,3.25, ,Ecuador,6.5
Republica del Cacao (aka Confecta),"Los Rios, Vinces",439,2009,75%,Ecuador,2.50,Forastero (Arriba),Ecuador,5
Republica del Cacao (aka Confecta),Manabi,147,2007,75%,Ecuador,3.00,Forastero (Arriba),Ecuador,6
Republica del Cacao (aka Confecta),El Oro,147,2007,67%,Ecuador,3.50,Forastero (Arriba),Ecuador,7
Republica del Cacao (aka Confecta),Los Rios,170,2007,75%,Ecuador,3.75,Forastero (Arriba),Ecuador,7.5
Ritual,"Camino Verde P., Balao, 2015 harvest, batch8",1860,2016,75%,U.S.A.,3.75, ,Ecuador,7.5
Ritual,"Camino Verde P., Balao, Guayas, 2014",1466,2015,85%,U.S.A.,3.50, ,Ecuador,7
Ritual,"Mid Mountain, 2014",1466,2015,70%,U.S.A.,3.50,Blend, ,7
Ritual,"Toledo District, Maya",1089,2013,75%,U.S.A.,3.75,Trinitario,Belize,7.5
Ritual,"Maranon, Cajamarca",1181,2013,75%,U.S.A.,3.00,Forastero (Nacional),Peru,6
Ritual,Sambirano,891,2012,75%,U.S.A.,4.00,Trinitario,Madagascar,8
Ritual,"Camino Verde P., 2012, Balao, Guayas",967,2012,75%,U.S.A.,3.25,Nacional (Arriba),Ecuador,6.5
Ritual,Gran Couva,979,2012,75%,U.S.A.,3.50,Trinitario,Trinidad,7
Ritual,Costa Rica,745,2011,75%,U.S.A.,3.50, ,Costa Rica,7
Roasting Masters,"La Dorado, light roast",1844,2016,70%,South Korea,3.25, ,Costa Rica,6.5
Roasting Masters,"Tapanti, light roast",1844,2016,70%,South Korea,3.25, ,Costa Rica,6.5
Roasting Masters,Maleku,1844,2016,70%,South Korea,3.25, ,Costa Rica,6.5
Robert (aka Chocolaterie Robert),Madagascar,1061,2013,75%,Madagascar,3.25,Trinitario,Madagascar,6.5
Robert (aka Chocolaterie Robert),Madagascar w/ nibs,1061,2013,68%,Madagascar,3.25,Trinitario,Madagascar,6.5
Rococo (Grenada Chocolate Co.),"Gru Grococo, St. Andrews",923,2012,66%,U.K.,3.50,Trinitario,Grenada,7
Rogue,"La Masica, Batch 1, FHIA Research Center",1748,2016,75%,U.S.A.,3.75, ,Honduras,7.5
Rogue,"Caranero, Choc. Garage Exclusive",1446,2015,70%,U.S.A.,3.75, ,Venezuela,7.5
Rogue,"Tranquilidad, Batch 1",1566,2015,75%,U.S.A.,3.25, ,Bolivia,6.5
Rogue,Porcelana,1209,2014,80%,U.S.A.,3.75,Criollo,Venezuela,7.5
Rogue,"Akessons Estate, Sambirano, 2013",1038,2013,70%,U.S.A.,3.50,Trinitario,Madagascar,7
Rogue,"Hispaniola, 2013",1081,2013,70%,U.S.A.,3.50, ,Dominican Republic,7
Rogue,"Silvestre, Batch 7, 2013",1081,2013,75%,U.S.A.,4.00, ,Bolivia,8
Rogue,"Bachelor's Hall E., St. Thomas Parish",1193,2013,75%,U.S.A.,3.75,Trinitario,Jamaica,7.5
Rogue,"Camino Verde P., Balao, Guayas",979,2012,75%,U.S.A.,3.75,Nacional (Arriba),Ecuador,7.5
Rogue,"Silvestre, Batch 1, 2011",793,2011,75%,U.S.A.,3.00,Criollo,Bolivia,6
Rogue,Piura,565,2010,75%,U.S.A.,3.75, ,Peru,7.5
Rogue,Rio Caribe,327,2009,70%,U.S.A.,3.50,Trinitario,Venezuela,7
Rogue,"Hispaniola, 2008",213,2008,70%,U.S.A.,2.75, ,Dominican Republic,5.5
Rogue,Jamaica,213,2008,70%,U.S.A.,2.75,Trinitario,Jamaica,5.5
Rogue,"Sambirano, 2008",213,2008,70%,U.S.A.,2.75,Trinitario,Madagascar,5.5
Rogue,Trinidad,213,2008,70%,U.S.A.,3.00,Trinitario,Trinidad,6
Rozsavolgyi,Sur del Lago,809,2012,84%,Hungary,2.50, ,Venezuela,5
Rozsavolgyi,"Rio Caribe Superior, Paria Penninsula",871,2012,76%,Hungary,2.25,Trinitario,Venezuela,4.5
Rozsavolgyi,"Sambirano, Akesson Estate",871,2012,72%,Hungary,2.50,Trinitario,Madagascar,5
Rozsavolgyi,Carenero Superior,713,2011,73%,Hungary,3.50,Criollo,Venezuela,7
Rozsavolgyi,Porcelana,717,2011,71%,Hungary,2.50, ,Venezuela,5
Rozsavolgyi,"Aragua, Trincheras",717,2011,70%,Hungary,3.50, ,Venezuela,7
Rozsavolgyi,Principe,765,2011,77%,Hungary,2.75,Forastero,Principe,5.5
S.A.I.D.,Malgascio,607,2010,64%,Italy,3.50,Trinitario,Madagascar,7
S.A.I.D.,100 percent,615,2010,100%,Italy,1.50, , ,3
S.A.I.D.,Samana,615,2010,70%,Italy,3.00, ,Dominican Republic,6
S.A.I.D.,Arawak,615,2010,72%,Italy,3.50, ,Carribean,7
S.A.I.D.,Latino,615,2010,72%,Italy,3.50, , ,7
Sacred,Midnight,813,2012,83%,U.S.A.,2.75, ,Central and S. America,5.5
Sacred,Twilight,813,2012,69%,U.S.A.,3.25, ,Central and S. America,6.5
Salgado,Bahia Superior,288,2008,70%,Argentina,3.50,Forastero,Brazil,7
Salgado,Esmeraldas,288,2008,70%,Argentina,3.50,Forastero (Nacional),Ecuador,7
Salgado,Carenero Superior,288,2008,70%,Argentina,3.50,Trinitario,Venezuela,7
Salgado,Rio Arriba,292,2008,70%,Argentina,3.50,Forastero (Arriba) ASSS,Ecuador,7
